customer_id,customer_name,country,date_of_birth,gender,address,id_number,customer_type,onboarding_date,risk_category
CUS145153,Mikhail Singh,Spain,06-07-1994,Male,"112 Lake Drive, Madrid, Spain",EP5669371,Individual,28-06-2017,Low
CUS145154,Abbas Eberahim,Venezuela,18-08-1965,Male,"627 Hill Court, Valencia, Venezuela",MK1317578,Individual,17-05-2024,High
CUS145155,Isabella Brown,Brazil,04-08-1980,Female,"1 Hill Street, Salvador, Brazil",FK4475684,Individual,19-04-2016,Low
CUS145156,Siti Tanaka,Syria,04-10-1974,Female,"842 King Drive, Latakia, Syria",HU9163049,Individual,24-11-2015,Low
CUS145157,Hasan Mushrif,India,08-07-1955,Male,"989 River Drive, Kolkata, India",KI3462411,Individual,02-07-2020,Medium
CUS145158,Emmanuel Ali,Mexico,08-09-1946,Male,"396 King Lane, Monterrey, Mexico",AD8580756,Individual,24-02-2016,Low
CUS145159,Zhang Jun,China,01-10-1957,Male,"624 Main Court, Shenzhen, China",NH7188034,Individual,26-08-2017,Medium
CUS145160,Leila Garcia,Canada,20-10-1971,Female,"360 Park Drive, Montreal, Canada",VL9297080,Individual,13-08-2017,Low
CUS145161,Seifollah Jashnsaz,Syria,23-12-1949,Male,"851 Queen Drive, Aleppo, Syria",KB1258501,Individual,24-06-2018,High
CUS145162,Yusuf Chen,Ghana,25-09-1971,Male,"129 Queen Court, Tamale, Ghana",FM0246917,Individual,07-04-2019,Low
CUS145163,Lucas Brown,Indonesia,15-09-1998,Male,"838 Central Lane, Bandung, Indonesia",UK1149434,Individual,03-05-2023,Low
CUS145164,Kwame Ito,France,23-05-1985,Male,"268 Green Court, Bordeaux, France",YA9838525,Individual,10-01-2022,Low
CUS145165,Mikhail Okafor,China,03-07-1987,Male,"24 Hill Avenue, Shanghai, China",LU2611892,Individual,30-08-2015,Low
CUS145166,Miriam Wang,Syria,01-08-1976,Female,"887 Main Court, Damascus, Syria",CL5982771,Individual,02-08-2024,Low
CUS145167,Rania Martinez,Malaysia,09-01-1973,Female,"817 Lake Drive, Johor Bahru, Malaysia",ZF5043178,Individual,27-06-2017,Low
CUS145168,Oliver Brown,Canada,09-12-2003,Male,"725 Queen Road, Vancouver, Canada",HR6334553,Individual,29-08-2017,Medium
CUS145169,Grace Silva,South Korea,18-02-1979,Female,"18 Hill Drive, Incheon, South Korea",OO3077960,Individual,23-12-2019,Low
CUS145170,Rachid Fettar,Syria,03-11-2004,Female,"806 Park Avenue, Damascus, Syria",FK7290729,Individual,16-08-2018,High
CUS145171,Noah Fernandez,Pakistan,05-11-1948,Male,"605 Green Road, Islamabad, Pakistan",UW5204842,Individual,17-09-2024,Medium
CUS145172,Vikkram Singh Rathore,India,08-11-1962,Male,"742 Hill Court, Mumbai, India",JJ8789543,Individual,26-05-2023,High
CUS145173,Emmanuel Bakshi,Italy,08-04-1996,Male,"39 Oak Way, Naples, Italy",HV5604048,Individual,19-01-2019,Low
CUS145174,Olga Rossi,Ghana,10-03-1958,Female,"356 Green Way, Kumasi, Ghana",TA1088535,Individual,28-10-2023,Low
CUS145175,Kenji Ahmed,Brazil,30-08-1966,Male,"227 Queen Road, Brasília, Brazil",GA5462286,Individual,12-01-2020,Low
CUS145176,Sara Müller,Brazil,23-10-1949,Female,"553 Queen Way, Salvador, Brazil",MM8965354,Individual,27-12-2019,Low
CUS145177,Nkechi Fernandez,Malaysia,27-10-1981,Female,"588 Central Way, Johor Bahru, Malaysia",JC6398340,Individual,18-05-2018,Low
CUS145178,Morteza Razavi,Syria,07-06-1968,Male,"514 River Avenue, Latakia, Syria",SC2511267,Individual,18-09-2015,High
CUS145179,Carlos Nwosu,UK,26-09-1950,Male,"40 Hill Road, Manchester, UK",FX4500098,Business,09-01-2017,Low
CUS145180,Nkechi Bakshi,South Africa,27-04-1949,Female,"661 Main Road, Pretoria, South Africa",HI6194057,Individual,08-06-2021,Low
CUS145181,Isabella Kowalski,Bangladesh,18-11-1968,Female,"86 Main Avenue, Chittagong, Bangladesh",SM5242984,Individual,05-05-2021,Low
CUS145182,Amina Kowalski,Italy,08-02-1949,Female,"710 Hill Road, Milan, Italy",VT0643806,Individual,16-05-2022,Low
CUS145183,Anya Ito,Bangladesh,12-08-1975,Female,"904 Main Way, Dhaka, Bangladesh",HP2822985,Individual,16-08-2015,Low
CUS145184,Carlos Ivanov,Spain,10-08-1957,Male,"714 River Avenue, Valencia, Spain",HS0225457,Individual,03-12-2018,Low
CUS145185,Larissa Ito,Bangladesh,02-02-1948,Female,"437 Hill Way, Sylhet, Bangladesh",EQ9914442,Individual,05-01-2021,Low
CUS145186,Isabella Kowalski,France,25-05-1980,Female,"79 River Way, Marseille, France",FM8506204,Individual,08-12-2021,Low
CUS145187,Zara Kowalski,Saudi Arabia,24-10-1960,Female,"290 Hill Avenue, Mecca, Saudi Arabia",VV1527935,Individual,21-02-2020,Low
CUS145188,Kwame Nguyen,United States,25-12-1994,Male,"150 Hill Avenue, Los Angeles, United States",AY1098860,Individual,28-01-2020,Low
CUS145189,Hana Chen,UAE,16-07-2002,Female,"435 Queen Boulevard, Abu Dhabi, UAE",QZ8291357,Business,01-10-2023,Low
CUS145190,Fatima Brown,Ghana,03-05-1979,Female,"488 King Boulevard, Kumasi, Ghana",AW0327875,Individual,06-11-2019,Low
CUS145191,Felix Nguyen,Nigeria,25-12-1978,Male,"819 Park Lane, Kano, Nigeria",FW9013829,Individual,12-03-2022,Low
CUS145192,Kamel Mohamad Amhaz,Italy,17-05-1949,Male,"637 Green Road, Turin, Italy",TS9982937,Individual,03-11-2020,High
CUS145193,Zara Diallo,Indonesia,24-09-2006,Female,"216 Lake Drive, Medan, Indonesia",RZ0939897,Individual,19-10-2016,Low
CUS145194,Mouraad Trabelsi,Syria,18-05-1984,Female,"908 Oak Street, Aleppo, Syria",KI3759364,Individual,19-08-2020,High
CUS145195,Hussein Ahmad 'Abdallah Ahmad Hussein Al-Dammami,Syria,27-10-1947,Male,"199 Oak Way, Latakia, Syria",ES1790661,Individual,06-11-2017,High
CUS145196,Isabella Kumar,Ghana,09-02-1967,Female,"988 King Way, Accra, Ghana",OP3600738,Business,20-12-2021,Medium
CUS145197,Svetlana Garcia,Bangladesh,04-05-2005,Female,"186 Hill Avenue, Sylhet, Bangladesh",MT7599862,Individual,09-10-2024,Low
CUS145198,Ivan Park,Mexico,13-05-1969,Male,"495 River Street, Puebla, Mexico",GB6328560,Individual,06-03-2016,Low
CUS145199,Elena Müller,Indonesia,28-12-1971,Female,"501 River Court, Bandung, Indonesia",NU2564892,Business,26-10-2017,Low
CUS145200,Gabriel Attal,France,16-03-1989,Male,"319 Park Way, Lyon, France",UL2132850,Individual,16-07-2018,High
CUS145201,Priya Müller,Malaysia,29-11-1997,Female,"920 King Lane, Kuala Lumpur, Malaysia",WG5560899,Individual,14-08-2016,Low
CUS145202,Arjun Kumar,Malaysia,22-10-1992,Male,"602 River Boulevard, Penang, Malaysia",IX1535362,Individual,10-12-2016,Low
CUS145203,Maria Kumar,Turkey,12-02-1963,Female,"785 Oak Way, Bursa, Turkey",AZ3368218,Individual,03-03-2022,Low
CUS145204,Ahmed Ahmed,Ghana,10-04-1969,Male,"661 Hill Drive, Tamale, Ghana",ZQ8957804,Individual,21-06-2020,Medium
CUS145205,Hossein Firouzi Arani,Egypt,28-04-1957,Female,"393 Oak Street, Giza, Egypt",CK9237348,Individual,28-08-2019,High
CUS145206,Oliver Nwosu,Pakistan,12-10-1993,Male,"415 King Lane, Karachi, Pakistan",MW1333077,Individual,31-03-2023,Medium
CUS145207,Sara Rossi,Spain,19-07-1995,Female,"702 River Avenue, Seville, Spain",YY3358321,Business,19-11-2020,Low
CUS145208,Valentina Chen,China,03-06-1953,Female,"996 Main Drive, Shanghai, China",WG5570519,Individual,12-06-2015,Low
CUS145209,Valentina Bakshi,Saudi Arabia,19-09-1967,Female,"163 Green Boulevard, Medina, Saudi Arabia",IC9203597,Individual,16-01-2020,Low
CUS145210,Hamid Reza Rabie,Nigeria,10-11-1954,Female,"686 Queen Lane, Abuja, Nigeria",PG3130524,Business,30-07-2021,High
CUS145211,Chen Singh,UAE,21-12-2003,Male,"673 Hill Drive, Dubai, UAE",CP0563514,Individual,26-02-2021,Low
CUS145212,Yusuf Andersen,Mexico,23-05-1956,Male,"858 Central Street, Guadalajara, Mexico",GJ4722917,Individual,13-01-2015,Medium
CUS145213,All-Azawi Al-Azawi,Syria,14-06-1990,Female,"511 Main Lane, Aleppo, Syria",FM1929280,Individual,21-05-2023,High
CUS145214,Mikhail Tanaka,Japan,06-05-1996,Male,"7 Oak Drive, Tokyo, Japan",VO1929688,Business,09-12-2020,Low
CUS145215,Yusuf Tanaka,Japan,26-01-1973,Male,"962 River Avenue, Kyoto, Japan",KO0986279,Individual,10-10-2016,Low
CUS145216,Chen Ivanov,Japan,06-12-1980,Male,"28 Queen Court, Tokyo, Japan",SR5250276,Business,12-04-2019,Low
CUS145217,Ahmed Park,Saudi Arabia,15-02-1992,Male,"390 Park Road, Riyadh, Saudi Arabia",YK5582801,Individual,11-03-2019,Low
CUS145218,Chen Rossi,Iran,19-12-1962,Male,"569 Park Boulevard, Mashhad, Iran",UN1316185,Individual,29-03-2015,Low
CUS145219,B.Y. Vijayendra,India,23-10-1972,Male,"596 Main Lane, Bangalore, India",OM3541973,Individual,26-07-2017,Medium
CUS145220,Gennadiievych Gennadievych Zherebtsov,Venezuela,04-07-1990,Male,"406 Central Drive, Caracas, Venezuela",QI8757178,Individual,28-12-2024,High
CUS145221,Isabella Tanaka,France,04-08-2000,Female,"284 Queen Court, Bordeaux, France",UR4511237,Business,15-05-2016,Low
CUS145222,Yasmin Kumar,Turkey,07-07-1972,Female,"383 River Lane, Bursa, Turkey",EJ8454347,Individual,02-08-2016,Low
CUS145223,Jorge Alejandro Paura,Pakistan,29-12-1957,Male,"177 King Lane, Lahore, Pakistan",LR4702375,Individual,15-09-2015,High
CUS145224,Andrei Ito,United States,29-11-1990,Male,"512 Park Boulevard, Los Angeles, United States",DL3063873,Individual,20-10-2020,Low
CUS145225,Kwame Bakshi,Mexico,23-06-1986,Male,"47 Main Lane, Monterrey, Mexico",YD8827071,Individual,07-12-2020,Medium
CUS145226,Anya Bakshi,China,02-03-1967,Female,"500 Green Road, Shanghai, China",OP2805684,Individual,30-05-2022,Medium
CUS145227,Svetlana Martinez,Bangladesh,15-01-1979,Female,"2 Lake Court, Sylhet, Bangladesh",VR1123376,Individual,27-01-2017,Low
CUS145228,Samuel Müller,Indonesia,29-12-2007,Male,"22 River Way, Bandung, Indonesia",FX5859572,Individual,25-07-2022,Low
CUS145229,Sara Garcia,Ghana,13-11-1992,Female,"760 Oak Drive, Accra, Ghana",WC1436923,Individual,20-09-2018,Low
CUS145230,Grace Okafor,Iran,01-05-1997,Female,"627 Central Drive, Isfahan, Iran",ZA3826170,Individual,06-10-2020,Low
CUS145231,Noah Johnson,Iran,08-09-1949,Male,"481 Oak Drive, Isfahan, Iran",CK2760988,Individual,15-11-2016,Low
CUS145232,Yuki Okafor,Malaysia,14-02-2000,Female,"373 Lake Drive, Kuala Lumpur, Malaysia",WE1318148,Business,15-01-2021,Low
CUS145233,Sammer Kasbar,Ethiopia,30-03-2008,Female,"436 Oak Avenue, Mekelle, Ethiopia",TH2785066,Individual,16-04-2023,High
CUS145234,Ethan Tanaka,Nigeria,25-09-2001,Male,"45 Hill Boulevard, Port Harcourt, Nigeria",GK5528943,Individual,04-12-2019,Low
CUS145235,Jhonny Rafael Salazar Bello,Malaysia,05-02-1949,Male,"95 River Lane, Kuala Lumpur, Malaysia",UD4827228,Individual,08-09-2021,High
CUS145236,Priya Ivanov,Syria,25-03-1999,Female,"183 Oak Lane, Latakia, Syria",PQ4296588,Business,11-01-2017,Medium
CUS145237,Priya Garcia,Russia,04-09-1959,Female,"289 Central Court, Saint Petersburg, Russia",AP6703421,Individual,13-11-2023,Low
CUS145238,Isabella Park,Ethiopia,28-12-1988,Female,"658 Hill Avenue, Mekelle, Ethiopia",PU4642768,Individual,12-04-2020,Low
CUS145239,Emmanuel Andersen,Italy,17-04-1991,Male,"769 Oak Court, Turin, Italy",GJ1773759,Individual,18-07-2020,Low
CUS145240,Svetlana Ito,Germany,24-01-1952,Female,"67 Hill Lane, Hamburg, Germany",YS7479924,Individual,26-07-2022,Low
CUS145241,Felix Park,Italy,29-05-1963,Male,"171 Central Drive, Milan, Italy",AS6933124,Individual,01-04-2022,Low
CUS145242,Arjun Andersen,South Africa,07-10-1981,Male,"882 King Drive, Cape Town, South Africa",KH2803683,Business,10-06-2017,Medium
CUS145243,Svetlana Wang,Indonesia,04-07-1956,Female,"239 Park Boulevard, Bandung, Indonesia",BX6256586,Individual,26-04-2024,Low
CUS145244,Sofia Moreira,Indonesia,24-11-1952,Female,"321 King Way, Jakarta, Indonesia",GS8693170,Individual,19-09-2024,Low
CUS145245,Aleksandr Vladimirovich Brechalov,Pakistan,02-05-1998,Female,"888 King Drive, Peshawar, Pakistan",FZ2446201,Individual,03-01-2023,High
CUS145246,Carlos Ivanov,Turkey,21-04-1991,Male,"915 Park Boulevard, Istanbul, Turkey",DW5080817,Individual,17-04-2015,Low
CUS145247,Amir Silva,Mexico,10-09-1989,Male,"819 Main Court, Puebla, Mexico",LD0771728,Individual,13-02-2015,Medium
CUS145248,Samuel Reyes,United States,23-01-1949,Male,"613 Central Avenue, Miami, United States",EW5985906,Individual,17-02-2017,Medium
CUS145249,Vladimirovich Dzinikashvili Dmitriy,Iran,10-04-1983,Male,"353 Green Way, Tabriz, Iran",FK2521175,Business,03-06-2015,High
CUS145250,Diego Fernandez,Kenya,03-11-1991,Male,"878 Oak Way, Kisumu, Kenya",QI4853402,Individual,14-10-2021,Low
CUS145251,Isabella Park,Pakistan,25-06-1974,Female,"328 King Street, Karachi, Pakistan",IT7754421,Business,09-04-2017,Low
CUS145252,Ethan Silva,Malaysia,09-10-1964,Male,"252 Oak Court, Penang, Malaysia",BZ2470564,Individual,23-06-2022,Low
CUS145253,Paaredes Ramon Estrada Paredes,Venezuela,07-10-2002,Male,"957 King Way, Caracas, Venezuela",SG5526305,Individual,02-11-2018,High
CUS145254,Ricardo Nguyen,Germany,13-02-1989,Male,"373 Oak Court, Hamburg, Germany",GG7370772,Individual,24-11-2017,Low
CUS145255,J. Koijee,Venezuela,12-12-1987,Female,"323 Oak Lane, Caracas, Venezuela",FI6954391,Individual,03-09-2023,High
CUS145256,Tariq Reyes,Canada,20-09-1989,Male,"230 King Boulevard, Montreal, Canada",CZ7104408,Individual,08-05-2021,Low
CUS145257,Amina Andersen,Saudi Arabia,22-01-2000,Female,"733 Lake Way, Riyadh, Saudi Arabia",CK4557481,Individual,06-09-2021,Medium
CUS145258,James Kim,United States,11-04-1947,Male,"108 River Court, Los Angeles, United States",FC7885060,Business,26-06-2015,Low
CUS145259,Yusuf Singh,Bangladesh,11-11-1979,Male,"432 Queen Street, Sylhet, Bangladesh",SO4501651,Individual,12-08-2024,Low
CUS145260,Mohammed Reyes,Canada,28-10-2005,Male,"741 Oak Road, Toronto, Canada",AA5105507,Individual,10-07-2022,Medium
CUS145261,Anya Ito,Kenya,20-09-1980,Female,"243 Oak Court, Mombasa, Kenya",VC1256221,Business,06-03-2016,Medium
CUS145262,Kamla Kanayalal Kasat,Syria,04-07-2004,Female,"884 Central Court, Latakia, Syria",HK5397707,Business,31-12-2016,High
CUS145263,Felix Ito,Nigeria,17-11-1995,Male,"176 Lake Street, Lagos, Nigeria",NH6921809,Business,10-05-2017,Low
CUS145264,Liam Ito,Turkey,05-02-1991,Male,"470 Oak Road, Ankara, Turkey",FS7861908,Individual,22-08-2020,Low
CUS145265,Isabella Rossi,Turkey,06-03-1953,Female,"993 River Road, Izmir, Turkey",TV6899184,Individual,10-12-2016,Medium
CUS145266,Khhan Saeed Khan,Syria,06-09-1964,Male,"398 Main Avenue, Aleppo, Syria",LZ7070231,Individual,18-04-2021,High
CUS145267,Hassan Kowalski,Mexico,18-12-1991,Male,"19 River Lane, Monterrey, Mexico",EF9421081,Individual,13-05-2024,Low
CUS145268,Tariq Martinez,Italy,02-09-1990,Male,"973 Park Avenue, Milan, Italy",SC2292401,Individual,05-04-2018,Low
CUS145269,Mei Kim,Saudi Arabia,04-10-1987,Female,"447 Hill Avenue, Mecca, Saudi Arabia",AP3149397,Individual,28-04-2019,Low
CUS145270,Kenji Wang,Japan,13-06-1984,Male,"63 King Street, Tokyo, Japan",IF6874045,Individual,26-03-2017,Low
CUS145271,K. Kanayalal Kasat,Pakistan,28-01-1959,Male,"315 Lake Avenue, Karachi, Pakistan",PX5854853,Individual,24-12-2024,High
CUS145272,McCaarthy McCarthy,United States,26-01-1965,Male,"379 Hill Avenue, New York, United States",QC9257263,Individual,04-07-2015,High
CUS145273,Mallikarjun Kharge,India,21-07-1942,Male,"21 Hill Street, Bangalore, India",ST7953940,Individual,01-03-2021,Medium
CUS145274,Kenji Moreira,Ethiopia,28-01-1951,Male,"874 Park Drive, Dire Dawa, Ethiopia",YJ7930639,Individual,18-10-2018,Low
CUS145275,Abduullah Abdullah,India,10-03-1970,Male,"488 Hill Court, Delhi, India",KS5471966,Individual,14-12-2020,High
CUS145276,Oliver Kowalski,Egypt,05-06-1959,Male,"238 Lake Drive, Luxor, Egypt",BC1405981,Individual,18-12-2019,Low
CUS145277,Siti Ahmed,South Korea,10-06-2007,Female,"112 Main Lane, Busan, South Korea",CK4996866,Individual,26-01-2023,Medium
CUS145278,Isabella Kowalski,Syria,16-10-1990,Female,"778 Green Court, Damascus, Syria",JW9622530,Individual,15-08-2020,Low
CUS145279,Chen Martinez,UK,04-03-1972,Male,"865 Oak Lane, London, UK",FB0016960,Individual,08-07-2021,Low
CUS145280,Isabella Okafor,Pakistan,03-06-1962,Female,"611 Park Way, Lahore, Pakistan",CG1857333,Individual,19-02-2018,Low
CUS145281,Vldimirovna Vldimirovna Korobova,Russia,16-12-1989,Male,"515 King Drive, Saint Petersburg, Russia",SM9626021,Individual,31-10-2024,High
CUS145282,Amina Ali,India,02-04-1991,Female,"859 Oak Court, Kolkata, India",ZA8847268,Individual,23-10-2023,Medium
CUS145283,Aleksei Floroov Florov,Pakistan,02-11-2001,Female,"581 Green Court, Karachi, Pakistan",FM9157151,Individual,25-12-2016,High
CUS145284,Andrey Leonidovich Kostin,Nigeria,06-03-1996,Male,"724 Green Court, Lagos, Nigeria",AL3405266,Individual,03-08-2015,High
CUS145285,Adaeze Nguyen,South Korea,15-11-1958,Female,"9 Central Boulevard, Seoul, South Korea",EX3734537,Individual,18-06-2016,Low
CUS145286,Leila Park,Indonesia,03-08-1972,Female,"83 Oak Way, Medan, Indonesia",II7299763,Individual,19-02-2017,Low
CUS145287,Wei Park,Egypt,06-06-1963,Male,"291 Park Street, Alexandria, Egypt",YD2232686,Individual,11-04-2022,Low
CUS145288,Ethan Kowalski,Venezuela,19-10-1946,Male,"595 Park Street, Caracas, Venezuela",PH5390497,Individual,31-05-2018,Medium
CUS145289,Julia Rossi,Brazil,29-11-1954,Female,"799 Oak Lane, São Paulo, Brazil",AM1703967,Individual,16-11-2024,Low
CUS145290,Elena Brown,Malaysia,27-05-1960,Female,"516 Main Way, Penang, Malaysia",VU0706183,Individual,09-11-2017,Low
CUS145291,Mei Ivanov,Spain,02-07-1991,Female,"660 Oak Avenue, Barcelona, Spain",TA0760276,Individual,06-10-2015,Medium
CUS145292,Rania Ali,France,21-01-1947,Female,"785 Oak Road, Marseille, France",VY0985351,Business,17-02-2017,Medium
CUS145293,Ivan Patel,South Africa,05-11-1991,Male,"407 River Drive, Durban, South Africa",CG4968488,Individual,26-11-2015,Low
CUS145294,Patrick Kumar,South Africa,26-01-1973,Male,"296 River Lane, Pretoria, South Africa",GB3146443,Business,22-01-2015,Low
CUS145295,Oliver Garcia,Bangladesh,03-11-1966,Male,"974 Green Avenue, Chittagong, Bangladesh",JB1745515,Business,27-12-2015,Low
CUS145296,Lucas Müller,Saudi Arabia,25-07-1958,Male,"633 Park Way, Jeddah, Saudi Arabia",KN2067307,Individual,09-11-2021,Low
CUS145297,Hassan Singh,Ethiopia,23-12-1999,Male,"129 Main Boulevard, Addis Ababa, Ethiopia",BF6314426,Individual,14-05-2021,Low
CUS145298,Mohammed Ali,China,02-12-1974,Male,"159 Lake Drive, Beijing, China",YE8623177,Individual,05-07-2023,Low
CUS145299,Nkechi Kumar,Italy,25-11-1982,Female,"852 Green Lane, Turin, Italy",RO5074017,Individual,26-05-2018,Low
CUS145300,Chloe Patel,Canada,16-07-1998,Female,"423 Queen Way, Montreal, Canada",KC8713008,Business,04-10-2016,Low
CUS145301,Aaduitya Thackeray,India,13-06-1990,Male,"760 Oak Street, Bangalore, India",JC7696933,Individual,14-01-2022,Medium
CUS145302,Hassan Kowalski,Turkey,03-11-2006,Male,"512 Park Court, Izmir, Turkey",YW0007158,Individual,22-06-2020,Low
CUS145303,Amina Ito,UK,20-01-1993,Female,"326 River Way, Manchester, UK",CE0200171,Individual,15-07-2021,Low
CUS145304,Emmanuel Nguyen,Bangladesh,03-08-1961,Male,"560 River Boulevard, Sylhet, Bangladesh",MH4629932,Individual,18-04-2019,Low
CUS145305,Ricardo Ahmed,Russia,12-06-2001,Male,"273 King Lane, Saint Petersburg, Russia",YQ7346515,Individual,20-08-2020,Low
CUS145306,Nkechi Johnson,Russia,07-01-1979,Female,"404 Hill Avenue, Saint Petersburg, Russia",IL3317388,Individual,26-06-2024,Medium
CUS145307,Sara Andersen,Kenya,25-03-1970,Female,"486 River Street, Nairobi, Kenya",PC8116832,Individual,28-09-2015,Low
CUS145308,Roavi Ravi,India,30-11-1985,Female,"596 Queen Way, Kolkata, India",GW4569846,Individual,07-02-2023,Medium
CUS145309,Aisha Moreira,Malaysia,01-03-1958,Female,"370 Oak Avenue, Kuala Lumpur, Malaysia",QA3257179,Individual,17-07-2021,Low
CUS145310,Elena Kim,Iran,24-01-1964,Female,"779 Hill Boulevard, Isfahan, Iran",TL6943206,Individual,22-11-2023,Low
CUS145311,Svetlana Ivanov,United States,21-01-1971,Female,"976 Central Street, Miami, United States",OK5637934,Individual,01-11-2021,Low
CUS145312,Julia Chen,India,29-04-1997,Female,"772 Queen Way, Chennai, India",XJ9047585,Individual,28-10-2015,Medium
CUS145313,Ethan Moreira,Turkey,29-12-1971,Male,"565 Green Street, Istanbul, Turkey",IQ9008379,Individual,27-09-2017,Low
CUS145314,Andrei Silva,Venezuela,13-02-1973,Male,"688 Park Court, Valencia, Venezuela",DA2528598,Individual,31-07-2020,Low
CUS145315,Siti Brown,South Korea,13-06-1980,Female,"365 Oak Street, Busan, South Korea",TZ8758934,Individual,13-08-2024,Low
CUS145316,Mario Alberto Henao Jaramillo,Syria,14-01-1974,Male,"204 Queen Street, Damascus, Syria",FS6942226,Individual,19-11-2023,High
CUS145317,Kenji Fernandez,China,15-04-1959,Male,"180 Lake Lane, Beijing, China",LG5439346,Business,11-11-2024,Low
CUS145318,Oliver Diallo,Japan,14-07-1960,Male,"151 River Boulevard, Tokyo, Japan",CC5811776,Individual,13-08-2019,Low
CUS145319,Kenji Brown,South Korea,07-02-1990,Male,"286 Queen Lane, Seoul, South Korea",FL7755675,Individual,21-11-2015,Low
CUS145320,Osama Mehmood,Russia,19-10-1980,Female,"454 River Way, Kazan, Russia",WR8353999,Individual,30-08-2016,High
CUS145321,Chloe Brown,Kenya,18-04-1993,Female,"364 Central Boulevard, Mombasa, Kenya",RO5173379,Individual,03-11-2019,Low
CUS145322,Kwame Diallo,France,12-01-1983,Male,"122 Green Boulevard, Bordeaux, France",PP9760435,Individual,22-04-2018,Low
CUS145323,James Park,Russia,03-03-2006,Male,"187 King Drive, Saint Petersburg, Russia",UX3908760,Individual,13-10-2018,Low
CUS145324,Anna Boisovna Surovikina,Iran,04-10-1968,Male,"39 Park Drive, Tabriz, Iran",SE2944786,Individual,04-05-2024,High
CUS145325,Nancy Faeser,Germany,13-07-1970,Female,"412 Central Road, Hamburg, Germany",ON2896729,Individual,01-10-2016,High
CUS145326,Samuel Patel,United States,12-12-1968,Male,"285 Hill Way, New York, United States",ZR7987099,Individual,20-12-2022,Low
CUS145327,Valentina Patel,South Africa,11-06-1981,Female,"978 Main Way, Pretoria, South Africa",HD3256318,Business,03-07-2019,Low
CUS145328,Valentina Moreira,Malaysia,13-06-1976,Female,"187 Oak Boulevard, Johor Bahru, Malaysia",WW9037764,Individual,13-03-2022,Low
CUS145329,Mei Ali,South Africa,07-03-1958,Female,"176 Hill Road, Durban, South Africa",MZ7034197,Individual,19-12-2016,Low
CUS145330,David Chen,France,15-02-1968,Male,"51 Main Boulevard, Lyon, France",BY7931663,Individual,22-12-2015,Low
CUS145331,Dmitri Müller,China,25-12-1986,Male,"254 Oak Court, Guangzhou, China",HN9156795,Individual,30-06-2023,Low
CUS145332,Priya Kim,South Africa,03-11-2004,Female,"236 Park Way, Pretoria, South Africa",XA4436255,Individual,01-07-2016,Low
CUS145333,Rania Patel,Brazil,08-02-2007,Female,"981 Main Boulevard, Brasília, Brazil",DA5593793,Individual,30-03-2022,Medium
CUS145334,Maria Fernandez,Mexico,22-04-1999,Female,"117 Main Court, Puebla, Mexico",VP4796818,Individual,04-07-2020,Low
CUS145335,Olga Nguyen,United States,08-04-2008,Female,"607 River Street, Houston, United States",UJ9532443,Individual,10-05-2016,Low
CUS145336,Yasmin Nguyen,Japan,05-08-1955,Female,"950 River Way, Osaka, Japan",GY5341132,Individual,16-06-2023,Low
CUS145337,Nadia Park,Russia,11-02-1993,Female,"663 Hill Road, Saint Petersburg, Russia",LP2786865,Individual,09-08-2022,Low
CUS145338,Aisha Kim,India,19-06-2005,Female,"404 Green Way, Chennai, India",WG0067746,Individual,29-04-2019,Low
CUS145339,Oliver Kim,Turkey,02-01-1999,Male,"740 King Drive, Bursa, Turkey",UI1762453,Individual,09-06-2016,Low
CUS145340,Kryelov Krylov,United States,20-04-1974,Male,"371 Green Boulevard, Los Angeles, United States",NE5674336,Individual,26-02-2016,High
CUS145341,Tariq Garcia,Iran,07-03-2002,Male,"566 Lake Road, Mashhad, Iran",XQ5448531,Individual,26-12-2019,Low
CUS145342,Sara Nwosu,Japan,18-02-1955,Female,"561 Lake Drive, Kyoto, Japan",YJ3575618,Business,29-05-2022,Low
CUS145343,Felix Okafor,Germany,15-10-1972,Male,"97 Green Way, Hamburg, Germany",KC5726236,Individual,20-05-2019,Low
CUS145344,Dmitriy Alekseyevich Dmitriev,Malaysia,16-03-1977,Male,"859 Oak Road, Penang, Malaysia",FF9934432,Business,12-12-2016,High
CUS145345,Lucas Ali,UAE,05-02-1980,Male,"813 Central Road, Abu Dhabi, UAE",MS9171243,Individual,22-12-2016,Low
CUS145346,Svetlana Fernandez,Ethiopia,15-06-1970,Female,"520 River Street, Addis Ababa, Ethiopia",NW3428772,Individual,13-02-2019,Low
CUS145347,Aslam Aslaam,India,20-08-1964,Male,"518 River Avenue, Kolkata, India",MD9919389,Individual,02-01-2020,Medium
CUS145348,Liam Okafor,Spain,03-05-1979,Male,"22 Central Street, Seville, Spain",VR9672539,Individual,09-02-2024,Low
CUS145349,Zara Wang,Turkey,05-06-1948,Female,"560 Park Way, Bursa, Turkey",PE2664601,Individual,15-12-2020,Low
CUS145350,Hassan Silva,South Korea,11-07-1955,Male,"529 Queen Avenue, Incheon, South Korea",IM8123683,Individual,12-09-2021,Low
CUS145351,David Moreira,UAE,09-07-1990,Male,"642 Central Lane, Sharjah, UAE",JB3268371,Individual,04-05-2023,Low
CUS145352,Miriam Singh,Indonesia,31-05-1972,Female,"192 Green Road, Jakarta, Indonesia",SJ5118764,Individual,19-11-2023,Low
